regionID,parcel_name,FAT_left,AF_left,PTAT_left,MdLF_left,SLF_III_left,SLF_II_left,SLF_I_left,C_FP_left,C_R_left,C_FPH_left,C_PHP_left,C_PH_left,ILF_left,IFOF_left,UF_left,VOF_left,CST_left,CBT_left,CStr_A_left,CStr_P_left,CStr_S_left,CTh_A_left,CTh_P_left,CTh_S_left,OR_left,F_left,LR,FAT_right,AF_right,PTAT_right,MdLF_right,SLF_III_right,SLF_II_right,SLF_I_right,C_FP_right,C_R_right,C_FPH_right,C_PHP_right,C_PH_right,ILF_right,IFOF_right,UF_right,VOF_right,CST_right,CBT_right,CStr_A_right,CStr_P_right,CStr_S_right,CTh_A_right,CTh_P_right,CTh_S_right,OR_right,F_right,regionLongName,regionIdLabel,region,cortex
53,L_3a,0.141784037558685,0.743661971830986,0.0,0.0,0.993427230046948,0.995305164319249,0.0234741784037559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.993427230046948,0.508646998982706,0.0,0.0,0.982159624413146,0.0,0.0103286384976526,0.974647887323944,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_3a_L,53_L,3a,Somatosensory_and_Motor
54,L_6d,0.791549295774648,0.0,0.0,0.0,0.0,0.99906103286385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99906103286385,0.0,0.0,0.0,1.0,0.0,0.0,0.925821596244131,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorsal_area_6_L,54_L,6d,Premotor
55,L_6mp,0.848826291079812,0.0,0.0,0.0,0.0,0.253521126760563,0.216901408450704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996244131455399,0.0,0.0,0.0,0.996244131455399,0.0,0.0,0.994366197183099,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_6mp_L,55_L,6mp,Paracentral_Lobular_and_Mid_Cingulate
56,L_6v,0.9981220657277,0.982159624413146,0.0,0.0,0.985915492957747,0.981220657276995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96236012207528,0.0,0.0,0.642253521126761,0.0,0.0,0.583098591549296,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Ventral_Area_6_L,56_L,6v,Premotor
57,L_p24pr,0.0,0.0,0.0,0.0,0.0,0.0,0.994366197183099,0.969953051643193,0.996244131455399,0.141784037558685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_Posterior_24_prime_L,57_L,p24pr,Anterior_Cingulate_and_Medial_Prefrontal
58,L_33pr,0.0,0.0,0.0,0.0,0.0,0.0,0.0338028169014085,0.605633802816901,1.0,0.711737089201878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_33_prime_L,58_L,33pr,Anterior_Cingulate_and_Medial_Prefrontal
59,L_a24pr,0.0,0.0,0.0,0.0,0.0,0.0,0.969014084507042,0.997183098591549,0.9981220657277,0.529577464788732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000938967136150235,0.0,0.0,0.000938967136150235,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Anterior_24_prime_L,59_L,a24pr,Anterior_Cingulate_and_Medial_Prefrontal
60,L_p32pr,0.00187793427230047,0.0,0.0,0.0,0.0,0.0,1.0,0.99906103286385,0.0967136150234742,0.884507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0206572769953052,0.0,0.0,0.0948356807511737,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_p32_prime_L,60_L,p32pr,Anterior_Cingulate_and_Medial_Prefrontal
61,L_a24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.450704225352113,0.951173708920188,0.218779342723005,0.0,0.0,0.0,0.0469483568075117,0.0244131455399061,0.0,0.0,0.0,0.331455399061033,0.0,0.0,0.0723004694835681,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_a24_L,61_L,a24,Anterior_Cingulate_and_Medial_Prefrontal
62,L_d32,0.0,0.0,0.0,0.0,0.0,0.0,0.260093896713615,1.0,0.375586854460094,0.848826291079812,0.0,0.0,0.0,0.0187793427230047,0.0,0.0,0.0,0.0,0.0666666666666667,0.0,0.00187793427230047,0.135211267605634,0.0,0.00845070422535211,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_dorsal_32_L,62_L,d32,Anterior_Cingulate_and_Medial_Prefrontal
63,L_8BM,0.244131455399061,0.0,0.0,0.0,0.0,0.0,0.898591549295775,0.908920187793427,0.0,0.901408450704225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106103286384977,0.0,0.4018779342723,0.446009389671362,0.0,0.738028169014085,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_8BM_L,63_L,8BM,Anterior_Cingulate_and_Medial_Prefrontal
64,L_p32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153990610328639,0.0985915492957746,0.0591549295774648,0.0,0.0,0.0,0.0413145539906103,0.0244131455399061,0.0,0.0,0.0,0.423474178403756,0.0,0.0,0.063849765258216,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_p32_L,64_L,p32,Anterior_Cingulate_and_Medial_Prefrontal
65,L_10r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244131455399061,0.0,0.0,0.0,0.0,0.157746478873239,0.340845070422535,0.0,0.0,0.0,0.811267605633803,0.0,0.0,0.0845070422535211,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_10r_L,65_L,10r,Anterior_Cingulate_and_Medial_Prefrontal
66,L_47m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972769953051643,0.76056338028169,0.0,0.0,0.0,0.741784037558686,0.0,0.0,0.382159624413146,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_47m_L,66_L,47m,Orbital_and_Polar_Frontal
67,L_8Av,0.873239436619718,0.734272300469484,0.0,0.0,0.0,0.997183098591549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0422535211267606,0.0,0.0544600938967136,0.0,0.95868544600939,0.0197183098591549,0.0,0.869483568075117,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_8Av_L,67_L,8Av,Dorsolateral_Prefrontal
68,L_8Ad,0.703286384976526,0.00375586854460094,0.0,0.0,0.0,0.0854460093896714,0.000938967136150235,0.00375586854460094,0.0,0.0028169014084507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585915492957747,0.0,0.743661971830986,0.602816901408451,0.0,0.76150234741784,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_8Ad_L,68_L,8Ad,Dorsolateral_Prefrontal
69,L_9m,0.0,0.0,0.0,0.0,0.0,0.0,0.169953051643193,0.991549295774648,0.416901408450704,0.908920187793427,0.0,0.0,0.0,0.107981220657277,0.0,0.0,0.0,0.0,0.769953051643193,0.0,0.00563380281690141,0.910798122065728,0.0,0.0253521126760563,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_9_Middle_L,69_L,9m,Anterior_Cingulate_and_Medial_Prefrontal
70,L_8BL,0.966197183098592,0.0,0.0,0.0,0.0,0.0,0.544600938967136,0.63943661971831,0.0,0.607511737089202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.717370892018779,0.0,0.991549295774648,0.946478873239437,0.0,0.993427230046948,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_8B_Lateral_L,70_L,8BL,Dorsolateral_Prefrontal
71,L_9p,0.0704225352112676,0.0,0.0,0.0,0.0,0.0,0.00938967136150235,0.0901408450704225,0.0,0.0713615023474178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899530516431925,0.0,0.0985915492957746,0.95868544600939,0.0,0.43943661971831,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_9_Posterior_L,71_L,9p,Dorsolateral_Prefrontal
72,L_10d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682629107981221,0.0,0.257276995305164,0.0,0.0,0.0,0.84037558685446,0.0,0.0,0.0,0.0,0.990610328638498,0.0,0.0,0.993427230046948,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_10d_L,72_L,10d,Orbital_and_Polar_Frontal
73,L_8C,0.419718309859155,0.928638497652582,0.0,0.0,0.0262910798122066,0.984976525821596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488262910798122,0.0,0.722065727699531,0.00751173708920188,0.0,0.492018779342723,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_8C_L,73_L,8C,Dorsolateral_Prefrontal
74,L_44,1.0,0.9981220657277,0.0,0.0,0.300469483568075,0.188732394366197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583098591549296,0.0,0.0,0.0,0.461851475076297,0.269483568075117,0.0,0.615023474178404,0.0300469483568075,0.0,0.677934272300469,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_44_L,74_L,44,Inferior_Frontal
75,L_45,0.948356807511737,0.723943661971831,0.0,0.0,0.0,0.00938967136150235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99906103286385,0.243192488262911,0.0,0.0,0.0,0.992488262910798,0.0,0.388732394366197,0.943661971830986,0.0,0.659154929577465,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_45_L,75_L,45,Inferior_Frontal
76,L_47l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.830985915492958,0.0,0.0,0.0,0.9981220657277,0.0,0.0,0.922065727699531,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_47l_(47_lateral)_L,76_L,47l,Inferior_Frontal
77,L_a47r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99906103286385,0.757746478873239,0.0,0.0,0.0,1.0,0.0,0.0,0.99906103286385,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_anterior_47r_L,77_L,a47r,Inferior_Frontal
78,L_6r,1.0,1.0,0.0,0.0,0.988732394366197,0.272300469483568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0272300469483568,0.0,0.0,0.0,0.981688708036623,0.00187793427230047,0.0,0.597183098591549,0.0,0.0,0.506103286384977,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Rostral_Area_6_L,78_L,6r,Premotor
79,L_IFJa,0.978403755868545,0.986854460093897,0.0,0.0,0.0262910798122066,0.592488262910798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0773143438453713,0.0,0.0,0.291079812206573,0.0,0.0,0.0704225352112676,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_IFJa_L,79_L,IFJa,Inferior_Frontal
80,L_IFJp,0.813145539906103,0.749295774647887,0.0,0.0,0.187793427230047,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141403865717192,0.0,0.0,0.0507042253521127,0.0,0.0,0.0516431924882629,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_IFJp_L,80_L,IFJp,Inferior_Frontal
81,L_IFSp,0.956807511737089,0.937089201877934,0.0,0.0,0.0,0.420657276995305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367136150234742,0.0,0.0,0.0,0.00610376398779247,0.556807511737089,0.0,0.506103286384977,0.372769953051643,0.0,0.181220657276995,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_IFSp_L,81_L,IFSp,Inferior_Frontal
82,L_IFSa,0.209389671361502,0.488262910798122,0.0,0.0,0.0,0.156807511737089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971830985915493,0.0,0.0,0.0,0.0,0.946478873239437,0.0,0.0300469483568075,0.874178403755869,0.0,0.102347417840376,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_IFSa_L,82_L,IFSa,Inferior_Frontal
83,L_p9-46v,0.702347417840376,0.889201877934272,0.0,0.0,0.0,0.789671361502347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197183098591549,0.0,0.0,0.0,0.0,0.620657276995305,0.0,0.573708920187793,0.386854460093897,0.0,0.343661971830986,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_posterior_9-46v_L,83_L,p9-46v,Dorsolateral_Prefrontal
84,L_46,0.166197183098592,0.424413145539906,0.0,0.0,0.0,0.523004694835681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00187793427230047,0.0,0.0,0.0,0.0,0.723943661971831,0.0,0.486384976525822,0.446009389671362,0.0,0.434741784037559,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_46_L,84_L,46,Dorsolateral_Prefrontal
85,L_a9-46v,0.0,0.23943661971831,0.0,0.0,0.0,0.330516431924883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.637558685446009,0.0,0.0,0.0,0.0,0.995305164319249,0.0,0.0,0.970892018779343,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_anterior_9-46v_L,85_L,a9-46v,Dorsolateral_Prefrontal
86,L_9-46d,0.0741784037558685,0.0704225352112676,0.0,0.0,0.0,0.365258215962441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259154929577465,0.0,0.0,0.0,0.0,0.963380281690141,0.0,0.144600938967136,0.868544600938967,0.0,0.206572769953052,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_9-46d_L,86_L,9-46d,Dorsolateral_Prefrontal
87,L_9a,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.345539906103286,0.0,0.299530516431925,0.0,0.0,0.0,0.686384976525822,0.0,0.0,0.0,0.0,0.984976525821596,0.0,0.0,0.992488262910798,0.0,0.0131455399061033,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_9_anterior_L,87_L,9a,Dorsolateral_Prefrontal
88,L_10v,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.650704225352113,0.458215962441315,0.0,0.0,0.0,0.968075117370892,0.0,0.0,0.630046948356808,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_10v_L,88_L,10v,Anterior_Cingulate_and_Medial_Prefrontal
89,L_a10p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996244131455399,0.664788732394366,0.0,0.0,0.0,1.0,0.0,0.0,0.9981220657277,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_anterior_10p_L,89_L,a10p,Orbital_and_Polar_Frontal
90,L_10pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964319248826291,0.896713615023474,0.0,0.0,0.0,1.0,0.0,0.0,0.947417840375587,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Polar_10p_L,90_L,10pp,Orbital_and_Polar_Frontal
91,L_11l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995305164319249,0.971830985915493,0.0,0.0,0.0,0.979342723004695,0.0,0.0,0.844131455399061,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_11l_L,91_L,11l,Orbital_and_Polar_Frontal
92,L_13l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181220657276995,0.953990610328639,0.0,0.0,0.0,0.136150234741784,0.0,0.0,0.0375586854460094,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_13l_L,92_L,13l,Orbital_and_Polar_Frontal
93,L_OFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00751173708920188,0.0,0.0,0.0,0.0,0.186854460093897,0.484507042253521,0.0,0.0,0.0,0.428169014084507,0.0,0.0,0.0262910798122066,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Orbital_Frontal_Complex_L,93_L,OFC,Orbital_and_Polar_Frontal
94,L_47s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.965258215962441,0.99906103286385,0.0,0.0,0.0,0.615023474178404,0.0,0.0,0.181220657276995,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_47s_L,94_L,47s,Orbital_and_Polar_Frontal
95,L_LIPd,0.0,0.0,0.0234741784037559,0.389204545454545,0.00563380281690141,0.411267605633803,0.0,0.0,0.0,0.0,0.000938967136150235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334272300469484,0.0,0.0,0.261032863849765,0.00469483568075117,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_Lateral_IntraParietal_dorsal_L,95_L,LIPd,Superior_Parietal
96,L_6a,0.993427230046948,0.0,0.0,0.0,0.0,0.856338028169014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882629107981221,0.0,0.0,0.0,0.980281690140845,0.0,0.0,0.765258215962441,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_6_anterior_L,96_L,6a,Premotor
97,L_i6-8,0.87887323943662,0.0112676056338028,0.0,0.0,0.0,0.969953051643193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0938967136150235,0.0,0.0,0.0,0.898591549295775,0.0,0.0,0.655399061032864,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Inferior_6-8_Transitional_Area_L,97_L,i6-8,Dorsolateral_Prefrontal
98,L_s6-8,0.984037558685446,0.0,0.0,0.0,0.0,0.00187793427230047,0.000938967136150235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.846009389671362,0.00751173708920188,0.0,0.765258215962441,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Superior_6-8_Transitional_Area_L,98_L,s6-8,Dorsolateral_Prefrontal
99,L_43,0.912676056338028,0.991549295774648,0.0,0.0,1.0,0.000938967136150235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.943031536113937,0.0,0.0,0.737089201877934,0.0,0.0,0.228169014084507,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_43_L,99_L,43,Posterior_Opercular
100,L_OP4,0.110798122065728,0.754929577464789,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424211597151577,0.0,0.0,0.426291079812207,0.0,0.0,0.0394366197183099,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_OP4-PV_L,100_L,OP4,Posterior_Opercular
101,L_OP1,0.0,0.347417840375587,0.0,0.0,0.980281690140845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728638497652582,0.0,0.0,0.0694835680751174,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_OP1-SII_L,101_L,OP1,Posterior_Opercular
102,L_OP2-3,0.0,0.0995305164319249,0.0,0.0,0.749295774647887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017293997965412,0.0,0.0,0.830046948356808,0.0,0.0,0.0234741784037559,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_OP2-3-VS_L,102_L,OP2-3,Posterior_Opercular
103,L_52,0.0,0.0732394366197183,0.0,0.994318181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996244131455399,0.666666666666667,0.0,0.0,0.0,0.0,0.0,0.8,0.134272300469484,0.0,0.0,0.0131455399061033,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_52_L,103_L,52,Early_Auditory
104,L_RI,0.0,0.987793427230047,0.00375586854460094,0.00852272727272727,0.0723004694835681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28169014084507,0.0,0.0,0.0525821596244131,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,RetroInsular_Cortex_L,104_L,RI,Early_Auditory
105,L_PFcm,0.0,0.969014084507042,0.256338028169014,0.0,0.991549295774648,0.015962441314554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276056338028169,0.0,0.0,0.0741784037558685,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_PFcm_L,105_L,PFcm,Early_Auditory
106,L_PoI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.807511737089202,0.502347417840376,0.0,0.0,0.0,0.0751173708920188,0.855399061032864,0.938028169014085,0.0,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Posterior_Insular_Area_2_L,106_L,PoI2,Insular_and_Frontal_Opercular
107,L_TA2,0.0,0.20093896713615,0.0,0.987689393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.000938967136150235,0.168075117370892,0.0,0.0,0.0,0.0,0.0187793427230047,0.0,0.0,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_TA2_L,107_L,TA2,Auditory_Association
108,L_FOP4,0.9981220657277,0.96150234741784,0.0,0.0,0.217840375586854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881690140845071,0.000938967136150235,0.0,0.0,0.19735503560529,0.420657276995305,0.0,0.181220657276995,0.0122065727699531,0.0,0.674178403755869,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Frontal_Opercular_Area_4_L,108_L,FOP4,Insular_and_Frontal_Opercular
109,L_MI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.853521126760563,0.215023474178404,0.0,0.0,0.0,0.295774647887324,0.0028169014084507,0.823474178403756,0.0,0.0,0.0525821596244131,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle_Insular_Area_L,109_L,MI,Insular_and_Frontal_Opercular
110,L_Pir,0.0,0.0,0.0,0.272727272727273,0.0,0.0,0.0,0.0,0.00187793427230047,0.0,0.0,0.0253521126760563,0.0,0.00657276995305164,1.0,0.0,0.0,0.0,0.0122065727699531,0.486384976525822,0.379342723004695,0.0,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirform_Cortex_L,110_L,Pir,Insular_and_Frontal_Opercular
111,L_AVI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995305164319249,0.818779342723005,0.0,0.0,0.0,0.734272300469484,0.0,0.0,0.260093896713615,0.0,0.0,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Anterior_Ventral_Insular_Area_L,111_L,AVI,Insular_and_Frontal_Opercular
112,L_AAIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927699530516432,0.994366197183099,0.0,0.0,0.0,0.308920187793427,0.109859154929577,0.446948356807512,0.0,0.0,0.0713615023474178,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Anterior_Agranular_Insula_Complex_L,112_L,AAIC,Insular_and_Frontal_Opercular
113,L_FOP1,0.812206572769953,0.935211267605634,0.0,0.0,0.874178403755869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648016276703967,0.0,0.0,0.36150234741784,0.0,0.0,0.258215962441315,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Frontal_Opercular_Area_1_L,113_L,FOP1,Posterior_Opercular
114,L_FOP3,0.409389671361502,0.662910798122066,0.0,0.0,0.0225352112676056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375586854460094,0.0,0.0,0.0,0.0386571719226857,0.0,0.0,0.335211267605634,0.0,0.0,0.229107981220657,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Frontal_Opercular_Area_3_L,114_L,FOP3,Insular_and_Frontal_Opercular
115,L_FOP2,0.35868544600939,0.791549295774648,0.0,0.0,0.775586854460094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363173957273652,0.0,0.0,0.643192488262911,0.0,0.0,0.0985915492957746,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Frontal_Opercular_Area_2_L,115_L,FOP2,Insular_and_Frontal_Opercular
116,L_PFt,0.0,0.000938967136150235,0.000938967136150235,0.0,0.949295774647887,0.72112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0460093896713615,0.0,0.0,0.0103286384976526,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Area_PFt_L,116_L,PFt,Inferior_Parietal
117,L_AIP,0.0,0.00657276995305164,0.0234741784037559,0.000946969696969697,0.338967136150235,0.982159624413146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00938967136150235,0.00938967136150235,0.0,0.0,0.00938967136150235,0.0,0.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Anterior_IntraParietal_Area_L,117_L,AIP,Superior_Parietal
118,L_EC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96150234741784,0.987793427230047,0.994366197183099,0.0582159624413146,0.0,0.0685446009389671,0.0,0.0,0.0,0.0,0.0291079812206573,0.0,0.0,0.0,0.0,0.0,0.216901408450704,L,,,,,,,,,,,,,,,,,,,,,,,,,,,Entorhinal_Cortex_L,118_L,EC,Medial_Temporal
119,L_PreS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996244131455399,1.0,1.0,0.00469483568075117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.421596244131455,L,,,,,,,,,,,,,,,,,,,,,,,,,,,PreSubiculum_L,119_L,PreS,Medial_Temporal
