regionName,action,adaptation,addiction,anticipation,anxiety,arousal,association,attention,autobiographical_memory,balance,belief,categorization,cognitive_control,communication,competition,concept,consciousness,consolidation,context,coordination,decision,decision_making,detection,discrimination,distraction,eating,efficiency,effort,emotion,emotion_regulation,empathy,encoding,episodic_memory,expectancy,expertise,extinction,face_recognition,facial_expression,familiarity,fear,fixation,focus,gaze,goal,hyperactivity,imagery,impulsivity,induction,inference,inhibition,insight,integration,intelligence,intention,interference,judgment,knowledge,language,language_comprehension,learning,listening,localization,loss,maintenance,manipulation,meaning,memory,memory_retrieval,mental_imagery,monitoring,mood,morphology,motor_control,movement,multisensory,naming,navigation,object_recognition,pain,perception,planning,priming,psychosis,reading,reasoning,recall,recognition,rehearsal,reinforcement_learning,response_inhibition,response_selection,retention,retrieval,reward_anticipation,rhythm,risk,rule,salience,search,selective_attention,semantic_memory,sentence_comprehension,skill,sleep,social_cognition,spatial_attention,speech_perception,speech_production,strategy,strength,stress,sustained_attention,task_difficulty,thought,timing,uncertainty,updating,utility,valence,verbal_fluency,visual_attention,visual_perception,word_recognition,working_memory
a24_L,-1.1903154,-0.7365169,0.18720813,1.3181294,1.8165495,3.863013,0.0067766807,-0.9795685,3.1644754,0.17560063,0.045572445,-0.2858261,0.25736767,0.28569967,-0.36703923,0.00787879,0.06443169,-0.028272634,0.9055655,-0.11918058,2.6476538,3.2263656,-0.6522739,-0.24564502,-0.00650716,0.16089429,-0.1593218,0.03015097,3.707722,1.0613271,0.29229012,-1.3583757,0.77020466,-0.16615728,-0.22866334,0.7026399,-0.37769556,0.15516631,0.8880704,2.743587,-0.23789512,-0.00031817157,-0.21941608,0.19883317,0.15351576,-0.6662123,0.913048,0.22617848,-0.018053457,-0.4398282,0.061496973,-0.707758,-0.07609678,-0.06682722,0.23683733,0.0637621,-0.01907524,-3.4069502,-0.2525619,0.022223886,-0.63354313,-0.434903,0.26380235,0.031156039,-0.08769233,-0.47689083,-0.07949819,2.357725,-0.058352634,0.5848735,1.0441613,0.031562302,-1.7018034,-3.5918393,-1.4177597,-0.41597345,-0.32052323,-0.9488232,1.8884763,-1.6043174,-1.2846395,-0.58751684,-0.008775184,-1.7286357,0.4085884,0.60193247,-1.2166035,-0.9224389,0.55460364,-0.19942729,-0.06568596,0.18423127,1.0081166,0.42315546,-0.62032783,0.795477,0.24966763,1.1795211,-0.08084576,-0.26788816,1.2536818,7.509008e-05,0.017612372,0.24633573,2.1297975,-1.0816296,-0.44732252,-0.81868035,0.088442095,-0.009044371,0.9539771,-0.040094584,0.039035726,0.896322,-0.703881,0.2389034,0.04877403,-0.0063689835,4.283488,-0.12120114,-0.33145952,-0.029806908,-0.10037916,-1.9625568
d32_L,-1.3994832,-0.76864856,0.53751814,1.2775027,0.87184227,1.6123449,-0.008178375,-0.62419736,1.950417,0.09487398,0.27338615,-0.3674118,1.1728683,-0.0775279,0.06291922,0.066059425,0.06950453,0.009170534,0.25705382,-1.0120391,1.7743695,2.3599968,-0.34451216,-0.35488477,0.079437986,0.23892744,-0.19540708,-0.034658562,3.0464962,1.7904623,1.5051975,0.21557908,1.1904371,-0.12541346,-0.106772825,0.008715367,-0.17371823,-0.00869633,0.36750972,1.2552456,-0.49397942,0.000362321,-0.839694,-0.038943965,0.15915795,-0.26822713,0.4784092,0.50213915,0.04639665,0.76488084,0.0384336,-0.25735062,0.028375424,0.3057463,0.06760739,-0.1396253,-0.394223,-1.2907422,-0.09587396,-0.16074127,-0.09684777,-0.52338326,0.47791156,0.0594825,-0.050281964,0.43486685,0.9136288,1.4966534,-0.20293118,1.6500762,-0.4889001,0.04208739,-0.5772318,-3.2152393,-0.3952302,0.013234477,-0.19118936,-0.8214126,3.0867598,-0.6270387,-0.8996509,-0.27058402,-0.03431021,-1.0450218,0.9469289,0.9387872,0.68154347,-0.27126893,0.14755845,0.6750961,0.014921678,0.06628336,2.6343534,0.33267897,-0.10591646,1.1202801,0.5899151,1.2850741,-0.13512819,-0.25940272,0.486374,0.014502182,-0.2446273,0.4381471,0.91968656,-1.1498108,-0.52836525,-0.9468391,0.112907454,-0.10521064,0.348423,-0.06432076,0.26905903,0.020053515,-0.56567883,0.3826215,-0.33125514,-0.06418269,2.3202195,-0.33865228,-0.69061947,-0.19607708,-0.0042059957,-0.9568283
8BM_L,0.56706995,-0.25086078,-0.35579795,-0.6416911,-0.801777,0.25974733,-0.147717,0.09608853,0.54130316,-0.097587846,0.3306094,0.11688925,1.9197874,-0.15734227,0.5557485,-0.013718764,-0.017769303,-0.17307737,0.72469604,-0.52776957,3.3305523,1.9509258,-0.17091703,0.041818354,0.4568151,-0.20709446,-0.07145195,0.11719097,0.6695613,0.60427535,1.7528635,2.5910647,1.885819,0.18872745,0.14634657,-0.4571629,-1.0205196,-0.63496995,0.499801,-0.781629,-0.47199658,0.00026925,-0.5774863,0.6742742,-0.16645235,-0.38613585,-0.13572435,-0.08241617,0.34970793,-0.15540157,-0.0666462,0.02458058,-0.05382062,0.09054568,2.3893375,2.6709597,0.14275634,4.0093904,0.7037392,0.1692589,0.32934016,-0.48404264,-1.3117718,1.9294587,0.22735332,1.9850525,5.5192957,3.648335,-0.45963985,4.3195076,-0.9720322,-0.5015028,-0.24040376,-2.7708333,-1.3306205,0.32537314,0.32165492,-0.63207215,1.4368225,-0.5347004,1.0360103,0.06540541,-0.045717187,2.2706282,1.9279943,1.766257,1.6933001,0.5822682,0.08339888,0.08454084,0.14615995,0.8997258,5.21132,-0.6768209,-0.035109427,-1.286873,0.9489973,0.29273707,0.15313481,0.15303917,0.55203444,1.0423894,0.11600873,-0.5387569,-0.06254573,-0.82001567,-0.15268767,-0.25349504,0.9745411,-0.026325654,-1.0729806,-0.012051666,2.4434712,0.0149900885,-0.3427418,0.32792354,0.055847537,-0.0557139,-0.1893901,0.43151838,-0.7047956,-0.047509074,0.71339524,3.0559988
p32_L,-0.78390247,-0.9856743,-0.02694157,0.8961777,1.4256712,3.1445336,-0.09268048,-1.1238309,4.961402,0.093193114,0.24260642,-0.25513032,0.37204087,0.29282153,-0.22961056,0.06447122,0.05036209,-0.0013719295,1.3981354,-0.40360466,1.7999347,2.2530758,-0.5987856,-0.43816283,0.033698153,0.064313225,0.02810097,0.0845443,3.215595,1.1479489,0.35733768,-0.51446664,3.0100794,0.030677065,0.0068063103,0.35544965,-0.041038387,0.13631973,2.6318383,1.1355472,-0.3226395,0.0003394082,-0.38109836,0.2559082,0.04491115,-0.7010272,0.76232624,0.7768158,-0.00096509705,-0.8745326,-0.020162469,-0.62462825,0.00062841724,0.09125033,-0.37708032,0.32374352,0.30639353,-3.3464441,-0.27248535,-0.3458476,-0.306477,-0.59875834,0.14512552,-0.01809645,0.05624042,-0.14364813,1.5229355,4.5933633,0.009602324,0.9886207,1.3483269,-0.04485036,-2.1184356,-3.5652456,-1.0337244,-0.5754797,0.35807717,-0.50425917,0.58377,-1.1059092,-1.6404624,-0.53163993,-0.260272,-2.1682577,0.66822124,0.62411684,0.12680864,-0.9612566,0.27664796,-0.16969529,-0.32685506,0.1756563,3.8654978,0.086738676,-0.12854537,0.23764066,0.37257627,0.20928621,-0.13789439,-0.26159215,1.494543,-0.023484042,0.15626547,-0.1523813,1.9244838,-1.3043056,-0.39441374,-0.7164947,0.04429562,0.05376383,0.5896703,-0.035791483,0.30039325,0.4051307,-0.5511486,0.9689284,0.042152543,0.037190557,4.41554,-0.04609985,-0.52032787,0.11325231,0.030122839,-1.7487023
10r_L,-0.6240219,-0.773593,-0.12185469,0.9329691,0.9147103,3.4067428,-0.035987716,-0.668243,5.58528,0.11378311,0.31945664,-0.30733398,0.11210958,0.085119046,-0.1977084,0.06686231,0.04523799,0.031227548,1.1783448,-0.5881023,3.4120483,3.3279338,-0.533965,-0.3598811,0.083263755,0.20054355,0.058897816,-0.009471636,2.939811,1.6424515,0.6793125,-0.65506625,1.6862195,-0.07870801,0.2254013,1.3016628,0.16004871,0.12501377,1.6540562,1.6111144,-0.31231055,0.00051472674,-0.25021157,0.55986327,0.06355405,-0.85668063,0.809159,0.5760645,0.03434558,-0.49420604,0.027775645,-0.26483837,-0.13379808,0.29707015,-0.7522976,0.6601762,0.46860126,-2.547013,-0.2272387,-0.009670283,-0.24358013,-0.8162548,0.37821913,0.25725767,-0.036264442,-0.18471897,0.91778815,4.009768,0.18375526,0.20130433,1.2296785,-0.3347089,-1.5349929,-3.7117612,-0.816921,-1.1530674,0.28724456,-0.71974045,0.52882,-1.7650529,-1.0354619,-0.59893835,-0.1655983,-2.7008479,0.47937682,0.37582397,-0.97545105,-0.76929545,0.54411536,-0.092694454,-0.24519601,0.18268266,2.8627572,0.28709233,-0.2553441,-0.19810429,0.04168212,0.72881156,-0.105202235,-0.19751865,2.4426785,0.0436526,-0.023804883,-0.27854103,1.7720499,-1.3188436,-0.62298745,-0.3134905,-0.1374448,0.023137834,0.6168346,-0.016615493,0.57145286,0.44376296,-0.58002436,0.94535315,-0.0055850265,0.1015421,4.1596694,-0.07541626,-0.4686611,0.03195256,-0.22760005,-1.6129231
47m_L,-0.11311869,-0.77862304,-0.07310203,-0.20604321,-0.2904566,2.1852734,0.30644903,-1.0645125,2.2267601,0.21444705,1.3451339,-0.10043178,-0.10925856,0.2230619,0.33854574,0.074884966,-0.06527154,-0.030308152,0.43264765,-0.537447,0.8160724,0.918447,-0.16326603,-0.15647656,0.2811363,1.2197775,-0.16860434,0.027331091,1.9708867,1.5841389,1.4241071,3.080691,3.851156,0.12069387,-0.24917223,0.21161921,-0.41410324,-0.30746856,1.4637728,1.432344,-0.04246755,-0.00012339209,0.12016618,0.073441185,-0.050283197,-0.093286976,-0.118867196,0.2586073,-0.14944421,0.4567873,-0.036335204,-0.08860604,0.18172176,0.4257901,0.20701021,1.5015094,0.17481056,2.6562066,0.5910087,0.20696467,0.29717338,-0.4608773,0.043863192,0.20311764,-0.109826095,1.9412807,2.968926,2.819202,-0.011582896,0.07910601,0.28398943,0.045900498,-1.0375434,-3.1962025,-0.5020472,0.57808393,0.54605067,-0.34156215,0.4458547,-0.63316923,-0.093110554,0.38164002,-0.28995413,2.0627007,0.53070134,1.4005684,0.5935692,0.046263367,-0.062005304,0.13874176,-0.056608703,0.6175576,4.106208,0.24411832,-0.41172066,-0.16534378,-0.22497542,0.27520478,-0.022812203,0.35925245,1.5696294,0.27161863,0.102034464,-0.13121326,0.55024725,-0.63714683,-0.1842822,-0.09554898,0.29632545,-0.08655276,-0.6345552,-0.053248428,-0.13204233,0.096227065,-0.32838097,0.0036639513,-0.15240861,-0.1901522,2.5419803,-0.13881709,-0.65089923,-0.1823964,0.105392754,-0.7490478
8Av_L,-0.20528176,-0.1487686,-0.5047969,-0.3467556,-0.8245151,0.22537157,-0.05172376,0.38937896,3.2602751,0.11570349,0.49796245,-0.21553801,1.0462674,-0.12557276,-0.12745486,-0.0039285365,0.044798683,-0.06259257,0.39549726,-0.618106,1.0855688,0.2451241,-0.0468404,-0.42177245,0.2714921,-0.49715206,0.15198615,-0.076192394,0.45486102,1.6661404,-0.118105926,1.4328315,3.3914952,-0.0047476375,0.14588055,0.56045914,-0.40282843,-0.41364655,0.7376602,-0.5954125,0.20614845,0.00021182127,0.025918609,0.4808597,-0.08362644,-0.009208829,-0.1636044,-0.065431215,0.32232824,-0.7682346,-0.069796324,0.013832251,0.025849607,0.40816152,0.25178015,1.9498713,0.24206708,1.7717562,1.1903422,-0.08675251,0.0068404335,-0.19904768,-0.42100662,0.5887642,0.514738,0.95844525,4.643387,4.1807365,0.28735635,1.1234082,-0.7023773,-0.25945476,-0.6387749,-1.7134928,-0.814403,-0.027508337,0.09710286,-0.6180459,-0.56482375,-0.9133221,0.09667451,-0.005176731,-0.0066566993,0.6998859,1.507593,2.456828,0.91986775,0.44217747,-0.07438509,-0.06988827,-0.0039700684,0.21091682,5.3671546,-0.13624556,-0.17173713,-0.761983,0.23274945,0.26791638,0.3524577,-0.14709501,1.741974,1.0348023,0.38227993,-0.3602231,0.061902285,-0.25523245,-0.17897137,0.116051845,0.68491894,-0.00980695,-0.5859273,0.009040206,1.4436641,1.1676102,0.06109659,-0.0104263965,0.15981191,-0.03345371,0.6409124,0.12034086,0.49102753,-0.03694807,-0.18423179,1.510674
8Ad_L,-0.43778887,-0.35344052,-0.004304876,0.54187435,-0.5079932,0.5818927,0.24376874,-0.0034472432,3.9323819,-0.016435137,0.9164131,-0.19957547,0.4351482,-0.25077814,-0.019804014,-0.02900397,-0.038633328,0.094330505,0.25234795,-0.3890856,2.1754124,1.1158181,-0.29267654,-0.085841924,0.012354997,0.2900398,0.04151595,0.09294746,0.6805499,0.872659,0.0656364,0.6576614,2.984109,0.24450824,-0.12983415,0.580949,-0.5749083,-0.26608524,1.3262887,-0.6341709,-0.1503283,0.0005314838,-0.4032244,0.34123734,-0.05219339,-0.31534582,0.32844058,0.08103721,0.06266781,-0.26769087,-0.01069499,-0.36684668,-0.12968694,0.23146525,-0.31734216,0.28403455,0.16179305,-0.5477621,-0.22224246,0.326667,-0.71738625,-0.35933715,-0.25807413,0.55809224,0.14960934,0.11314614,2.3625097,2.4234915,0.15733652,0.042938292,-0.07757103,-0.39785475,-0.094713874,-1.469146,-0.58302754,-0.4642352,-0.06315005,-0.5140889,0.7254881,-0.8265721,0.11248915,0.39331126,-0.16316271,0.39651302,0.2922104,1.539623,0.49582744,-0.25050563,0.48734826,0.08219497,-0.24528766,0.058610864,3.2164004,0.07617118,-0.2317922,0.07718095,0.2958971,-0.022241022,0.19364691,-0.123860575,1.5879959,0.13638966,0.7574892,-0.31215158,0.73012865,-0.8683951,-0.25850564,-0.07076276,0.10024429,0.05938542,-0.5078062,-0.05046266,0.14448962,0.31616828,-0.2922184,0.1370073,-0.11203769,0.13713923,1.3065605,0.06573408,-0.051333867,-0.0108757075,0.097934745,-0.23902112
9m_L,-0.81386536,-0.8629181,0.081391744,0.47178045,0.67062616,2.4501362,0.023254413,-1.0077055,2.893442,0.2137982,1.6368214,-0.23750538,0.34813365,0.79560876,-0.046539452,0.11427769,0.0114703495,0.10992727,0.8785652,-0.39696562,0.41966367,0.5334911,-0.47383368,-0.38525015,0.04889171,0.07423315,-0.011723759,-0.10309927,3.814827,1.167478,1.9662334,0.6038789,2.034079,0.099088155,0.12841202,0.15836449,-0.16610163,-0.087259114,0.63988733,0.4788212,-0.38417482,1.1408415e-05,-0.44676277,0.46322814,0.092269406,-0.64286804,0.01985249,0.2484919,1.3366684,-0.16055274,-0.0050292467,-0.042697832,-0.08029877,0.25145614,-0.9528797,0.8661962,0.11968016,-0.7779139,0.46664274,-0.6781887,-0.08788214,-0.4908712,-0.12770107,-0.12799272,-0.12760912,0.7151918,1.7155991,1.8132921,-0.56887966,1.0075898,0.6259087,-0.41105092,-0.576094,-3.1479821,-0.9751112,-0.5287458,0.09036237,-0.5026412,0.87128335,-0.7687515,-0.96532446,-0.4368154,-0.041217443,-0.613047,1.8790917,0.8359308,-0.042599116,-0.26891306,0.109671086,0.101080604,-0.2730783,0.08042014,1.7350059,0.019753871,-0.234441,-0.07373693,0.13928775,0.85602534,0.021602234,-0.28896156,0.22844848,0.11022427,-0.198775,0.11906411,3.9960623,-0.9853051,-0.38838315,-0.47375417,0.07267189,-0.030908432,0.38934833,-0.027818099,0.5215922,0.26861218,-0.5468796,0.3477857,-0.18096633,-0.0033761503,4.4639664,-0.39927787,-0.51262593,-0.2950664,-0.050654247,-0.64201593
8BL_L,0.4901019,-0.56598693,0.02368677,-0.23031828,-0.55781806,0.68323785,0.17392614,-0.8862419,2.43671,-0.0049970704,1.0353556,-0.15956742,0.13199969,0.52701753,0.07530032,0.029420212,-0.071818516,-0.037208505,0.51948196,-0.6781575,1.0009356,0.5762377,-0.33962977,-0.1887866,-0.0443816,0.12308952,0.28541183,0.03137832,1.1051724,1.3848131,1.6409127,1.4895791,2.603094,0.47666472,0.034640558,0.32808676,-0.33027497,-0.27495548,0.89616627,-0.35306734,-0.31946987,0.0004113056,-0.39747116,0.16211805,-0.053117596,-0.739383,0.10781561,-0.057663925,1.3215207,-0.22507331,-0.036857173,-0.18109691,-0.0684393,0.101602614,-0.00043698982,1.1454163,0.64781284,1.7581757,0.7018004,0.23907416,-0.013777295,-0.43568116,-0.43768236,0.07917493,-0.023795111,1.1236929,1.9793698,1.0733953,-0.23789382,0.8503585,-0.6673941,-0.5185195,0.3113187,-1.611616,-0.77399075,-0.35547626,0.12157477,-0.6312329,0.7707137,-0.736151,0.7648269,-0.0757029,-0.03561645,0.9297171,2.257937,1.1336482,0.94750994,-0.036886107,0.060478646,0.07087875,-0.09240302,0.25640535,3.1821284,-0.1171694,-0.14459296,-0.23907715,0.04929956,0.015687147,0.60370773,-0.100791745,0.54100925,0.10402929,0.04274847,-0.2523494,1.6806598,-1.0149974,-0.28092986,0.02148309,0.0132939,-0.004762858,-0.24867493,-0.06568695,0.06025229,0.4729769,-0.36231723,0.12479868,-0.050758757,0.0675761,0.299112,0.0182603,-0.58685255,-0.06485584,-0.055120766,-0.92310077
9p_L,0.6256746,-0.5830253,-0.34460697,-0.4451544,0.97698593,1.0588185,-0.042515446,-0.60919625,3.2744486,0.062183257,1.168451,-0.18148224,-0.041715063,0.120872654,-0.02722574,0.046740964,0.023181405,0.080907054,0.92860794,-0.58095646,1.0282187,0.966785,-0.22480164,-0.23795746,-0.004536668,0.5704161,0.08153412,-0.016674513,1.6911615,0.7602857,0.68632597,1.3935492,2.638764,0.14781797,0.08879132,0.581385,-0.41315994,-0.030078053,0.8730038,0.6220765,-0.22886632,6.25527e-05,-0.10913578,0.20835182,0.037814867,-0.33134058,-0.14371133,0.07307166,0.7538388,-0.28172582,0.029472653,0.25805905,-0.06930007,0.13763233,-0.5320672,0.7757559,0.6409689,0.27458316,0.09827792,0.5345693,-0.019176278,-0.31033295,-0.6441425,-0.26849097,-0.2643498,0.35403898,1.9899658,3.285144,0.16512452,0.4400672,0.04314462,-0.5350675,-0.55376947,-2.3449216,-0.6148797,-0.44585854,0.06250315,-0.63717914,0.9269808,-0.7054288,-0.2594969,0.002293303,0.036109835,0.83129925,0.7717278,1.2013853,0.98651665,-0.18513854,0.09727948,0.059055116,-0.29412958,0.068729416,3.6712265,-0.19450176,-0.032667447,-0.70085245,0.46737307,0.9194403,0.2510799,-0.056809478,0.68287313,-0.16654254,-0.1754697,0.22422977,2.3220994,-0.85873586,-0.35638148,-0.5195682,0.28208423,0.083898656,-0.34932205,-0.056913454,0.42089662,0.63001823,-0.44655478,-0.012263152,-0.21144477,0.09911348,1.5691525,-0.09333843,-0.2725999,-0.12754726,0.11505716,-0.704443
10d_L,-0.4617266,-0.8780987,0.19627115,0.08029547,0.08066734,2.2679746,0.10193255,-0.023377018,2.6811287,-0.08442672,0.08831193,-0.105334565,0.3069168,0.013420029,0.22901016,0.06519917,0.08381801,0.014502456,0.4760489,-0.3402442,0.8763816,1.0607169,-0.52083075,-0.29607397,0.03750697,0.15986988,-0.020323971,-0.12996463,2.4914312,1.9923714,1.5921984,0.94169337,2.5622954,0.4422778,0.15132752,0.31436324,-0.34464872,-0.060332384,1.7324313,-0.3405178,-0.17608608,0.0003838398,-0.32076943,0.39001426,0.13910732,-0.0368756,0.25134212,0.021607338,0.005472329,-0.605274,-0.027231712,-0.018894672,0.07061528,0.23746912,-0.37626183,0.31322262,0.12778752,-1.7849038,-0.17995712,-0.0002501217,-0.31008592,-0.36053613,0.443679,0.13543482,0.01890685,0.30781257,2.7213545,3.029459,-0.12829372,0.50073135,0.43399453,-0.49871162,-0.34627053,-2.4692311,-0.8697809,0.06715514,-0.18376942,-0.5706352,0.13944528,-1.2045736,-0.45088708,-0.34679607,-0.22749035,-1.4802003,0.28939554,0.56313574,-0.079579815,-0.20962961,0.6711746,-0.1606492,-0.14274463,0.17060474,3.6498768,0.04214872,-0.26057494,0.4891312,0.10367265,0.30785605,-0.12588842,-0.047640663,1.4052429,-0.026389714,-0.43903512,-0.2390784,1.6413798,-0.9412402,-0.33190382,-0.4969832,0.17394084,0.017392013,-0.11467371,-0.0112189455,0.36209047,0.22045468,-0.5880184,0.31322074,-0.094619945,0.12262403,2.8409686,-0.1524849,-0.10772392,-0.29228997,-0.15123214,0.010548962
8C_L,0.36046907,0.1604776,-0.44399938,-1.4510853,-1.3822922,-0.60005873,-0.26534244,-0.40622935,2.0381453,-0.1343685,0.057568256,-0.13726433,3.3203163,-0.3317655,0.22284941,0.011267378,0.0077369125,-0.16336863,0.47372708,-0.73095936,0.83773744,0.20579846,-0.20032822,-0.3333599,0.50868565,-0.5820752,0.20365824,0.26845,-0.662606,0.5693941,0.00024052977,1.4823242,2.1829557,0.088484615,0.092760205,-0.2265032,-0.66489184,-0.5316742,1.0028236,-1.5517094,-0.005996998,-7.4942734e-05,-0.23847274,0.13340272,-0.16033866,0.44427165,-0.3458721,-0.078529365,0.09841765,-0.34147477,-0.07320022,-0.006549143,-0.059711028,0.4934085,2.3522787,3.261329,0.6575735,5.7934437,1.2554044,0.29526874,0.123815894,-0.01676207,-1.4438488,1.9486656,1.2383786,1.3232821,6.644164,4.2705255,0.92166734,1.5333878,-0.43003142,-0.18611403,-0.33282337,-1.1771363,-0.6087643,1.1676738,0.49277902,-0.3677343,-2.2544332,-1.290897,0.61130345,0.11372365,0.08078278,4.5046225,0.87912446,2.536759,1.3812927,1.228718,0.18481793,0.13466565,0.28630015,0.57597923,6.38698,-0.9069706,-0.289904,-1.6225119,1.9394025,-0.35350654,0.404164,0.09018276,1.8344167,2.2135365,0.24877475,-0.52832264,-0.0090793995,-0.40676525,-0.10250219,0.22497316,0.4236161,-0.07575966,-1.4328862,0.0035837211,2.38956,0.8447203,0.18401526,-0.049592253,0.39980724,-0.17789021,-0.4640047,0.5269502,-0.20634204,-0.116801634,0.06615987,4.998378
44_L,1.5224879,-0.7193114,-0.6353298,-1.1190565,-1.607951,-0.13972065,-0.38290185,-2.3613656,0.9947379,0.11713698,0.064847596,-0.16464365,0.8267079,1.1118526,0.042076178,-0.03567413,0.027163235,-0.20116863,0.59246325,0.08698349,0.31495416,-0.8535329,-0.16418381,-0.10652177,0.030961115,-0.16214268,-0.117750674,0.034838185,0.13258365,0.7040212,1.9513983,2.4015522,0.2893174,0.1086538,0.08410423,-0.33759573,-0.91877383,-0.10107843,0.7698292,-1.1394866,-0.26194903,3.6193334e-05,0.07327069,-0.16084224,-0.20618187,0.99949163,-0.6550061,-0.21744558,0.1053308,-0.66107094,-0.04714043,0.59609604,-0.225744,-0.0010312498,0.63888574,2.8451214,1.9076347,7.7755523,4.9970326,-0.9199242,4.194019,-0.16952194,-1.1129924,1.5759207,1.1031296,6.2064404,2.207708,0.7295928,0.3222728,0.52730423,-0.8587081,0.041558694,-0.75362575,-1.2727157,-0.6226221,3.5432978,-0.99992096,-0.7098968,-0.16392595,0.16762033,0.28358307,0.2843249,-0.28974265,7.0866146,0.33305013,1.2929282,2.1097379,3.3619237,-0.26694822,-0.2912159,0.018303871,-0.025530674,4.582127,-0.7621085,-0.015394343,-2.2580643,0.49663,-0.7018407,0.052527167,-0.8070954,2.2339818,6.4848285,0.18116383,-0.60194767,-0.13433722,-1.9921447,1.687547,1.8347259,0.38111705,-0.100440346,-1.0274168,-0.07324303,0.49534556,0.9631969,0.75383234,-0.033375748,0.02843942,-0.2362818,0.24946715,1.8163997,-0.5018827,-0.06295061,2.2095268,1.83741
45_L,0.4818614,-0.97789496,-0.8407664,-0.79042,-1.0125132,0.4464083,-0.21082081,-3.036053,0.7597597,0.08048497,0.028559094,-0.09359479,0.008031424,1.3772899,0.2074944,0.016950257,-0.15114458,0.005495615,0.9606201,-1.0767794,0.576482,-0.76693624,-0.5229598,-0.42352843,0.106104076,-0.012039945,-0.17368174,0.18196309,2.2910328,2.3691807,2.020508,3.894332,1.8739299,0.39092267,0.37801376,-0.4981958,-0.81193244,-0.013659619,1.304104,-0.818255,-0.40551957,-0.00032998345,-0.40444398,-0.27382493,-0.23662853,-0.65271795,-0.16941495,-0.022500858,0.099444896,-0.58863604,-0.047318198,0.34508273,-0.2629501,0.22269297,0.76794577,3.40986,2.867875,7.7935653,5.846397,-1.1677911,3.552644,-0.15485169,-0.7343721,-0.16305454,0.22272156,7.368169,2.6894076,0.9937578,-0.104993105,-0.043732747,-0.22098951,0.19832125,-1.2887999,-3.3910477,-0.6633713,2.500856,-0.4434718,-0.88694,-1.0439337,-0.62633747,-0.07524179,0.47940353,-0.24708284,7.447686,0.46862906,1.6452681,3.085401,0.7119732,-0.252966,-0.36893588,-0.09944787,-0.003464196,5.0903845,-0.29015118,-0.32661435,-1.2475575,0.18624252,-0.39229023,-0.07186024,-0.544586,3.1733325,5.4828863,0.29314277,-0.37794805,0.81030625,-1.9306568,0.19489913,0.7820424,0.6780297,-0.039539687,-0.85095906,0.009756765,0.20513904,0.47708714,0.017467527,-0.098485306,-0.29537573,-0.15654558,1.3191577,1.030039,-0.8388778,-0.14603983,2.74953,-0.38728306
47l_L,0.92258614,-0.8807702,-0.82973015,-0.62842673,-1.0804589,0.35315344,-0.075170025,-2.1105993,1.1762358,0.06603917,0.4608885,-0.29471618,0.41033098,0.610688,0.5314051,0.059873685,-0.085205324,0.04118109,1.3112129,-1.1050969,1.4800327,0.53780353,-0.76121366,-0.28621307,0.4078972,0.03322956,-0.22739613,-0.0067562778,3.451484,2.9130948,1.3802717,3.7862263,3.1080172,0.7809703,-0.029534768,-0.18735911,-0.7196438,-0.14875495,0.9227706,0.449689,-0.5109948,-0.00027703642,-0.4476597,0.034508273,-0.050492764,-0.26980758,-0.16936618,0.040079154,0.12771322,0.21180345,-0.034527075,0.23043315,-0.16374512,0.82548624,0.19466911,2.8663235,2.2400236,7.4099307,4.9797697,-1.216485,2.3786147,-0.06799353,-0.7630541,-0.00023863574,0.13720044,6.3104734,3.1013665,2.0240924,-0.2238354,0.4898771,0.1865444,-0.22268564,-1.2177545,-3.456067,-1.5736239,1.1698607,-0.052308325,-0.79642975,-1.0915627,-0.330043,-0.23584543,0.39204583,-0.39519042,4.7754445,0.4613825,1.8332629,2.153693,0.19199245,-0.2833381,0.2814787,-0.15872926,0.12757666,5.278686,-0.16028671,-0.31164408,-0.86468196,0.22950682,0.3316624,-0.03284805,-0.21645766,1.8057432,3.9011822,-0.16746314,-0.19496827,1.1994128,-1.604758,0.36498737,0.16677436,1.2596211,0.015791737,-1.0902438,0.012384003,0.29816803,0.15474735,-0.26316965,-0.110322036,-0.31976107,-0.1301647,1.57351,0.02125945,-0.6880454,-0.11920897,1.4062582,-0.0869716
