regionName,action,adaptation,addiction,anticipation,anxiety,arousal,association,attention,autobiographical_memory,balance,belief,categorization,cognitive_control,communication,competition,concept,consciousness,consolidation,context,coordination,decision,decision_making,detection,discrimination,distraction,eating,efficiency,effort,emotion,emotion_regulation,empathy,encoding,episodic_memory,expectancy,expertise,extinction,face_recognition,facial_expression,familiarity,fear,fixation,focus,gaze,goal,hyperactivity,imagery,impulsivity,induction,inference,inhibition,insight,integration,intelligence,intention,interference,judgment,knowledge,language,language_comprehension,learning,listening,localization,loss,maintenance,manipulation,meaning,memory,memory_retrieval,mental_imagery,monitoring,mood,morphology,motor_control,movement,multisensory,naming,navigation,object_recognition,pain,perception,planning,priming,psychosis,reading,reasoning,recall,recognition,rehearsal,reinforcement_learning,response_inhibition,response_selection,retention,retrieval,reward_anticipation,rhythm,risk,rule,salience,search,selective_attention,semantic_memory,sentence_comprehension,skill,sleep,social_cognition,spatial_attention,speech_perception,speech_production,strategy,strength,stress,sustained_attention,task_difficulty,thought,timing,uncertainty,updating,utility,valence,verbal_fluency,visual_attention,visual_perception,word_recognition,working_memory
TE1m_L,-1.1387192,-0.48822433,-0.18201952,-0.9765633,-0.25652632,0.10524974,-0.5441696,-0.74341416,1.4423134,-0.10722498,0.91145533,0.028703734,-0.19127,0.42423669,0.12260509,0.04010366,-0.100605,0.0020938125,0.11863949,-1.1627283,0.15292823,-0.1950964,-0.42614558,-0.27863374,0.1305414,-0.48942924,0.33292136,-0.010226945,-0.026964298,0.09770895,0.13939811,1.0119736,2.3686616,-0.06641369,0.10317393,0.12461577,-0.32036725,0.11889231,1.3816065,0.016157484,-0.099702686,0.0004037703,0.2140018,-0.012959669,-0.20632713,-0.5164906,-0.59796184,-0.09566696,0.92739964,-0.99653983,-0.06341184,0.46277577,0.0052401978,0.14033857,-0.16555333,0.6227823,0.91969585,3.9269996,1.239275,-0.8318738,1.6338879,-0.2545842,-0.60172427,0.23654981,-0.50093603,1.3071678,2.873703,2.1419034,-0.0663393,0.2178465,-0.23558909,-0.085651375,-0.27551427,-2.729049,-0.10379141,0.27914235,0.0718263,-0.15818463,-1.9739102,0.49070546,-0.51858884,0.3184104,-0.087093785,3.884641,0.39584464,0.87308,0.8714248,0.25212356,-0.27220437,-0.31183463,-0.3053868,0.033742566,3.9231427,-0.2614422,-0.39987522,-0.39902905,-0.23212273,0.020305509,0.43219614,-0.034377996,1.810759,0.4844472,0.640249,-0.043270893,1.1343335,-1.1174709,1.9916906,1.5532591,0.22072734,-0.031105759,-0.3223284,0.0018077582,-0.17614292,1.9541707,-0.20465565,-0.019552669,-0.18384904,-0.0023092031,-0.34225872,-0.19399446,-0.23628497,0.0011689033,-0.023627179,-0.6174019
PI_L,-0.37197253,-0.24388896,-0.34995335,0.31536853,1.5218123,1.5032,0.29286876,-0.5545108,0.43286926,0.027349774,0.16699146,-0.14557509,-0.49275875,-0.002710631,-0.0401641,-0.033315934,-0.1208169,0.002425993,0.097431004,-0.36735764,-0.245663,-0.5799623,-0.030645527,-0.03226359,-0.0137804495,0.9610176,-0.42238832,-0.014537667,2.1657107,0.8896063,2.3188438,1.4465293,0.117826514,0.44641602,0.2529559,0.4080808,-0.55847406,-0.03288088,-0.24788302,1.1381859,-0.016420148,8.86639e-05,-0.18508573,0.029397253,0.074838996,-0.14523925,-0.3793311,0.17291202,0.13578548,-1.0846974,-0.007979518,1.0866146,-0.1463153,-0.291759,-0.17297982,0.12377309,0.08279473,1.7592087,0.6687854,0.17951234,2.7997277,-0.1714754,0.3032641,0.17840283,0.20214067,0.8681644,0.8148462,0.2236159,-0.08629904,-0.17690869,-0.06043732,-0.0077969423,-0.3543239,-1.7917593,0.5953536,-0.056696292,-0.19646688,-0.65993935,5.6488624,0.28105098,-1.2406627,-0.32172498,-0.32633895,0.44451156,-0.21078002,0.8276121,-0.44679567,-0.106025346,-0.025836632,-0.5401288,-0.4563861,0.1556335,0.141078,-0.060071792,0.116145305,-1.0408744,0.07383023,0.31601626,-0.096820116,-0.1460903,0.94850844,0.081684306,-0.047008757,0.0044180024,0.20618398,-1.1061555,0.6512021,0.33697453,0.024530947,-0.03971687,0.4486102,0.029543089,0.09740764,0.07476967,0.14531808,-0.11931148,-0.21886532,-0.102804154,2.1104963,0.026808057,-0.11676471,-0.18148576,-0.014407206,-0.686835
a32pr_L,-0.3530999,-0.5117111,0.29123798,0.8233056,0.74940735,0.1252554,-0.18375634,-0.32524893,0.2350644,-0.16124998,-0.07663186,-0.23062119,2.4945989,-0.46020976,0.24936657,0.0026239567,0.038294144,-0.23981437,0.21301787,-0.23971772,1.8638216,1.8184291,-0.019901922,-0.24890704,0.1412903,0.20769444,-0.23159733,0.003027206,0.9362797,1.5170289,2.5643697,0.5395962,1.111543,0.01275575,-0.010816684,-0.024176026,-0.4831934,-0.033450913,-0.15360735,0.89612293,-0.35400632,0.00018545201,-0.5392587,0.15143885,0.051655967,-0.17582394,0.5426794,0.27162865,-0.24748392,1.9220107,0.0033726504,-0.28715563,-0.19505326,-0.13546203,2.340865,0.017272031,-0.69801563,-0.70052946,-0.65709496,-0.106911115,-0.13370687,-0.28504488,0.25218406,0.82945865,-0.04213017,0.21350357,2.1431663,2.4606357,0.06790735,2.9134169,-0.3065894,-0.04352838,-0.62176114,-2.8503115,-0.3127459,0.27179995,-0.1735441,-0.90809786,6.536433,-0.22080342,0.09027998,-0.27988043,0.09096657,-0.13665389,0.33015224,0.7946573,0.39517945,0.18616945,-0.034093503,2.0148685,0.31685185,0.20421807,3.6215324,-0.061066113,-0.12025331,1.2325232,0.6284231,0.85379815,-0.19483171,-0.099002436,0.44023672,-0.042477436,-0.11172655,0.055238992,-0.2779633,-0.7023524,-0.28013638,-0.29575664,0.6976573,-0.06794603,-0.6539486,-0.044477835,1.5530821,0.15139489,-0.018834528,0.09914236,-0.06735936,-0.06506708,-0.15753026,0.41104388,-0.41780266,-0.16488537,0.27890986,1.1349854
p24_L,-1.8100696,-0.71658814,0.67545366,1.849479,0.8915327,1.7595518,-0.0887276,-0.21896508,1.1103612,0.027694667,0.0895379,-0.3834254,2.0314617,-0.13116063,0.06402746,0.050213214,0.06620593,-0.08769379,-0.055509195,-0.81457174,1.5553277,3.261105,-0.3456638,-0.4396649,0.12885,0.4601844,-0.262394,-0.017472621,2.8059726,1.0022283,0.8159053,-0.6619181,0.24897607,-0.08546683,-0.22653037,-0.035968415,-0.55551314,-0.062200345,-0.004720957,1.2625356,-0.24981846,0.00025794937,-0.3367248,-0.08438322,0.3409754,-1.0503488,1.4334468,0.21710743,-0.049550146,1.8830045,0.022544622,-0.42960042,-0.11275322,0.24831286,0.8300214,-0.74005544,-0.54862773,-2.7983696,-0.34535354,0.04589088,-0.11011546,-0.4297758,0.9446734,0.30662403,0.16498327,-0.30337507,-1.4083604,-0.120335765,-0.24036545,1.4095514,0.14838924,0.2516877,-0.6561214,-3.3994782,-0.64491165,-0.2474735,-0.43603814,-0.9663203,4.6851006,-0.5048089,-0.6628803,-0.48989424,0.0819241,-1.6697007,0.33438277,0.37543964,-1.2027631,-0.5742918,0.6424832,1.2026075,0.15860617,-0.052060958,0.34697244,1.3046381,-0.15874936,0.9411953,0.71943223,1.6461875,-0.3496861,-0.07340154,0.39998662,-0.3789712,-0.23048617,0.18972145,0.6137072,-1.2298441,-0.28951907,-1.163342,-0.108764745,-0.11820234,0.72225845,-0.02568787,0.17286283,0.32207587,-0.27207774,0.27350503,-0.15826604,-0.13858181,3.326328,0.052857365,-0.3702212,-0.17459676,-0.2795813,-1.7693611
V1_R,0.24501067,-0.33854815,-0.41333756,0.12750074,-0.90571713,0.15691598,0.0625411,0.35848743,0.41614655,0.011323715,0.021963187,0.1525464,-0.18301205,-0.13986732,0.12314615,-0.040702354,0.017186726,-0.07540725,0.12855281,0.43011177,0.5469082,0.366555,-0.18007489,0.022270855,-0.045971323,0.016355716,-0.015985744,0.063709244,-0.03879302,-0.058238313,-0.022048553,1.3709543,0.9352768,-0.006549505,0.30166066,0.25203884,-0.12751222,-0.007570649,0.37426874,0.12747437,1.152761,0.00019356937,1.0098423,0.045192916,-0.10601391,1.2660601,-0.21444304,0.060436394,0.041597355,-0.16550623,-0.02607349,0.18065593,-0.09748152,-0.1951001,0.2283098,0.67532057,-0.05903445,0.77340883,-0.06638982,0.16343646,-0.67612034,-0.27573973,-0.3245467,0.36665514,0.23808882,0.22585577,1.1050076,0.11879216,1.0847963,0.07379758,0.054654725,-0.50912416,-0.30758396,-0.22367,0.08441915,0.11798779,1.8167443,0.33920136,-0.85068923,0.2372759,-0.092536464,-0.056925677,-0.1271982,1.8270307,0.06796159,0.53155905,0.7974846,-0.10129474,0.15343265,-0.080873586,-0.03519725,0.07366814,1.7091346,0.1614613,-0.27980143,-1.161976,0.2632563,0.22799365,0.41583416,0.20491235,0.5241307,-0.055500317,0.43243912,-0.06196348,0.029974397,0.22578616,-0.14194128,0.052690096,0.15688936,-0.005093384,-0.60370916,-0.044924382,-0.0042168233,0.055671472,-0.00684175,-0.025638651,0.2748989,-0.08449596,0.4183044,-0.05050167,0.61699545,0.06191988,0.10377854,-0.085792385
MST_R,6.652508,0.3935012,-0.7135758,-0.4296385,-1.5658646,0.47238612,-0.64674693,2.7746527,0.59853953,-0.038770527,-0.085332684,-0.2907177,-1.6274632,1.6785775,-0.013875042,-0.07918326,0.122197464,-0.010513053,-0.18135054,1.0028334,-1.7024076,-1.889018,0.195592,0.31032568,0.2528628,-0.25101542,0.0974274,-0.13368618,1.151318,0.033192273,2.682734,-0.30497697,-0.9182375,-0.4804331,0.63555366,-0.006493277,0.3460832,0.9721489,0.5402743,0.32065973,1.5199603,-0.0004008105,4.601923,-0.20358591,-0.36450738,1.4564949,-0.51369745,0.010392901,-0.046461534,-1.4281449,-0.05130234,0.8444246,-0.24832638,0.34852818,0.076408915,-0.7271335,-0.4173974,-0.6540694,-0.37074113,-1.6918769,-0.9507103,-0.023861073,-1.3468308,-0.7083876,-0.24927029,-0.1969295,-1.8755083,0.36500233,1.1503274,-0.09001019,-1.5925149,-0.4592586,0.21203335,1.7261381,4.108235,0.33035344,0.5709215,2.4430394,-0.9456586,6.110104,0.617377,-0.18294404,-0.62420225,0.6491749,-0.4430931,-0.53849953,1.321133,-0.21809138,-0.263249,-0.5572919,0.2708401,0.4972763,-1.208205,-0.6322529,-0.06391302,-2.4692016,-1.1582319,-0.6725984,0.21287541,0.532967,0.11307799,-0.0756818,-0.2446738,-0.4973887,0.6163043,2.518141,0.25994188,-0.19186984,-0.14855097,-0.06250099,-1.3698311,-0.047289994,-0.3253222,-0.11703539,0.3049458,-0.12767944,-0.09947473,-0.16568087,0.9488425,-0.2982482,1.0599788,3.4512446,-0.11457654,-2.5136545
V6_R,0.72918487,-0.004034292,-0.47573408,0.22625382,0.2129092,-0.18222949,-0.04710938,2.5041344,0.26495007,-0.0015929779,-0.081944965,0.12499097,0.5114352,-0.27211544,-0.088103734,-0.054405935,0.123553775,0.2359965,0.040782,-0.15726206,0.096620284,0.05334809,0.27340388,0.07235405,0.06519686,-0.24118868,-0.04670169,0.15843718,-0.52471435,-0.18903671,-0.49799138,0.8729178,0.6330588,0.18022309,0.40092674,0.017503804,-0.30108505,-0.05539341,-0.14321706,-0.19624126,0.9048989,-0.00049114414,0.30430496,0.123400755,-0.12951829,0.9350447,-0.26025712,0.14647296,0.017407816,-0.2239886,-0.02803744,-0.2766124,-0.03252623,-0.19252998,0.5754453,-0.09088128,0.101669535,-1.1636728,-0.033978768,0.8520259,-0.5841882,0.19876169,0.30695933,0.7479362,0.22163743,0.026775515,0.87226105,1.504142,1.1043813,-0.03217951,-0.5255805,-0.48147196,-0.39481083,0.22073096,0.3289918,0.11614622,2.1872034,0.32153276,-0.09670616,-0.18646166,0.6617027,-0.2584218,-0.051505476,-0.10523466,-0.23443903,0.4266905,0.44646084,-0.1844772,0.13426505,0.06125085,-0.12846772,-4.512236e-05,1.5283545,0.3972574,-0.18334243,-0.7526945,-0.09554407,-0.0057322495,-0.0057974765,0.39916134,-0.1569058,-0.087947965,0.11372338,0.0025274316,-0.03426126,1.3105887,-0.4003504,-0.45844704,0.10973029,0.02495453,-1.03508,-0.046919253,0.07661675,-0.3746983,-0.21222264,-0.1479888,0.07489103,-0.14298892,-0.49872825,0.005177801,0.4508609,0.27036938,-0.04947588,0.07682835
V2_R,0.33891192,-0.53682154,-0.20975181,0.30413318,-0.7315441,0.34896815,-0.09963715,0.6841651,0.8776326,0.015750058,0.06285561,0.1256506,-0.4294761,-0.06941793,0.15845414,-0.043884568,0.07655739,-0.070688866,0.03467532,0.22694443,0.82066256,0.5326934,-0.06551785,-0.06751092,0.020736363,-0.00045067503,-0.12049328,-0.004225627,0.007842189,-0.17185894,0.1886559,1.5256221,1.1311619,0.14559221,0.38101745,0.16128735,-0.19801784,-0.034643635,0.26702803,0.013121259,0.7713519,-4.442599e-07,0.9328583,0.01379315,-0.08986657,0.9137318,-0.030232107,0.015552075,0.036735125,-0.30258924,0.014275645,0.05236998,-0.084534146,0.004469775,0.049703673,0.30878243,-0.0071528293,0.16853094,-0.11984435,0.43394417,-0.5900527,-0.18553205,-0.27654523,0.19905354,0.16477056,0.16946179,0.96565425,0.29042113,0.65028316,0.13016391,-0.1990708,-0.43708768,-0.15196244,-0.37707013,0.29069754,0.35182256,2.2981882,0.2595171,-1.0123904,0.21510607,0.21935447,0.014974887,-0.2773007,1.5964887,0.251598,0.45151535,0.5343954,-0.0956828,0.1645324,-0.087686755,-0.015693886,0.06786936,1.709129,0.25713244,-0.028874246,-0.92088246,0.23493618,0.11829398,0.40207255,0.31586638,0.28411263,-0.06734228,0.22361013,-0.03588557,0.025617301,0.3035154,-0.20877375,-0.2083775,0.105104126,-0.010356318,-0.8741109,-0.028148731,0.112305954,0.027606774,0.13176182,-0.040407415,0.29936224,-0.038841758,0.18203615,-0.0517844,0.6551452,0.298552,0.21381278,-0.26565278
V3_R,1.0698793,-0.46661016,-0.22700176,0.43776986,-0.57056886,0.36537886,-0.24994396,1.3141596,0.53454024,0.02430765,0.08452215,0.0732374,-0.30366895,-0.092241235,0.2081406,-0.044181377,0.0034000196,0.008252675,0.15697093,0.09259441,1.4037287,0.94898105,-0.0015241528,0.030723915,-0.0033246086,0.07638628,0.039840396,-0.0004217325,-0.15091322,-0.23557125,0.49474993,1.5648487,0.66213846,0.27628717,0.531105,0.04804022,0.4507131,0.14677568,0.5079453,-0.32665175,0.70300555,-8.7972396e-05,1.0425963,0.19912633,-0.10796113,0.44680065,0.14435628,0.024048695,-0.01031347,-0.14944018,0.009651362,0.13921903,-0.1399794,0.047641855,0.15932912,0.51524496,0.075878814,0.604064,0.019039731,0.4340114,-0.71735907,-0.066227764,0.023202404,0.2987568,0.08038109,0.33696005,0.52851176,0.2978834,0.27498904,0.07903102,-0.46041965,-0.41730207,0.11846219,-0.58463234,0.49921724,0.65602636,1.2171503,0.5334648,-1.6168767,0.9208426,0.53129554,0.020491552,-0.43017825,3.1385536,0.18007243,-0.46061382,0.76510245,-0.2271291,0.30880657,0.015506013,0.03987623,0.39106038,1.050831,0.45714518,0.14809549,-1.5580395,0.43619013,0.22089954,0.4039168,0.34050032,0.0048286896,0.008639583,0.1802352,-0.03162516,0.021083757,0.64826554,-0.32225275,-0.14016692,-0.0055700084,-0.051571243,-1.2396798,-0.02258085,0.557936,0.06602855,0.29865423,-0.0195554,0.10762733,-0.04922785,0.05588164,-0.0683227,0.60676986,0.620368,0.3220332,-0.37799045
V4_R,0.69575757,-0.0033889846,-0.28195706,0.19099256,-0.5692762,0.022805344,-0.5136628,1.8214989,0.35480583,-0.10861971,-0.043884642,0.14840029,-0.17791422,-0.008095662,0.38166967,-0.017069714,0.010433363,-0.12652801,0.067804284,0.1266897,1.108974,0.31126416,0.16564211,0.18786322,-0.07008225,0.07684243,0.19026528,-0.08419195,-0.53607666,-0.2622857,0.14546984,2.7391114,0.65804493,0.30747774,0.636002,0.10049214,0.9947625,0.42305517,0.82003313,-0.31457603,0.6255427,0.00016208619,0.7595639,0.2798281,-0.17499235,0.31480953,0.0149127925,-0.01732384,-0.0032779407,-0.269349,0.01602331,0.19818832,-0.11415409,-0.33500513,0.44488066,0.6439783,-0.051415894,0.17185527,-0.3292676,0.2887484,-0.70498765,0.0067177652,-0.11625735,0.20458081,0.07313231,0.32680243,1.1457238,0.011074555,0.32450324,0.14824118,-0.3649898,-0.44381237,0.20152034,-1.0526938,0.4268576,1.0151247,1.1926177,0.579616,-1.9360319,1.4220833,0.3414018,0.34084266,-0.36759594,3.0581102,0.13238688,-0.7180141,1.9155642,-0.07324121,0.18046354,-0.30533472,0.16947863,0.4928812,1.2504779,0.20856902,-0.093793936,-1.9803866,0.43729034,0.19811648,0.32224616,0.50437075,-0.0891231,-0.09561975,0.5091442,0.01758702,-0.26413774,1.2858638,-0.112361796,0.1320151,0.05708093,-0.09659644,-1.2477149,-0.04899447,1.6710627,-0.036714405,0.36688423,-0.070612565,0.046818096,-0.07214596,-0.06442072,-0.07407106,1.0008733,1.1142403,0.40524733,-0.3443164
V8_R,0.6236721,0.28479505,-0.19606876,-0.09258878,-0.5553503,-0.60485333,-0.28871828,1.6797411,0.17980179,-0.11579632,-0.14418727,0.19220056,-0.13003112,-0.038038906,1.1475388,-0.02243743,0.047545224,0.028858192,-0.1558636,-0.43196812,1.1042783,0.25100604,0.14445195,0.6549714,-0.015539821,0.7371983,0.16516973,-0.16409893,0.25002703,-0.28388897,-0.053511407,2.4818237,0.18820305,0.07987873,0.46386006,-0.016577832,1.5738246,1.518502,0.011968165,0.6315555,0.4514892,1.8820907e-05,0.636361,0.300121,-0.1407866,0.2230456,-0.17914078,-0.03874288,-0.07319402,-0.36018905,0.038916204,0.49277437,-0.030138034,-0.27475157,1.114139,0.14296722,-0.27879998,0.2835023,-0.7306649,1.0686829,-1.3207386,-0.33538264,-0.064843185,-0.021070914,0.009103929,0.3036442,0.632991,-0.37697574,0.15589903,0.2581858,-0.47925097,-0.5088738,-0.23892362,-1.1937865,0.8651226,1.8299516,0.5337546,1.1926965,-1.7586155,2.4993963,0.28880405,0.4233961,-0.2422369,2.2518525,0.0046574613,-0.111683205,2.588861,0.3573404,0.27227968,-0.5759157,0.8799715,0.530393,0.9545342,-0.0835863,-0.2692187,-2.0676246,0.11909301,0.325967,0.5368097,0.45945808,-0.08471352,-0.55898196,-0.1176915,0.32024202,-0.30428728,1.8368934,-0.14954345,0.33121413,0.09644062,-0.07933133,-1.4623512,-0.07047338,1.6801264,0.19432908,0.4880122,-0.17301567,-0.21354598,-0.048623778,-0.37770155,0.093470514,1.558105,2.9715843,-0.15604128,-0.51662815
4_R,1.7315053,-0.5130543,-0.18250155,0.32520562,-0.6588928,0.3512,-0.21099405,-0.21758042,-0.5756089,0.34819177,-0.041669346,-0.07405831,-0.43266612,-0.12486821,-0.008368361,-0.038069356,-0.04556412,0.19345377,0.030397637,3.1338427,-0.08435936,-0.19931537,-0.08265637,-0.19427788,-0.048850875,-0.11535264,-0.009374868,-0.012109199,-0.82445025,-0.3659326,0.32056367,0.15732707,-0.30553094,-0.12748607,0.109371394,-0.041350283,-0.59325665,0.062856756,-0.14463593,-0.6795202,-0.043270838,-0.00018894246,0.45291653,-0.06305606,-0.06095325,2.8271585,-0.19977625,0.55613893,0.11537756,0.19524032,0.004106007,0.044818375,-0.096794195,-0.11987152,0.14133649,-0.6856168,-0.116834655,-0.35219082,-0.15866496,0.22601095,0.22930416,0.05850871,0.17547138,0.39103708,-0.033689268,-0.062804684,-0.6800366,0.15073921,0.5176941,0.5231475,-0.58418363,-0.057260886,1.3317621,5.7568626,0.005909318,0.96459085,0.2220623,-0.47534356,1.4273328,0.1075514,1.8104666,-0.30875102,-0.24864574,-0.12869054,-0.3730023,-0.39011344,-1.152278,0.5425463,0.022146707,-0.09521986,0.059027437,0.23724481,0.3282439,-0.1008872,0.8951803,-1.3005966,-0.11817718,-0.4169746,-0.10851986,-0.02247918,-0.26054344,-0.11632567,1.3431408,-0.028495835,0.107634425,-0.24339326,0.22718559,1.8389221,-0.054214586,0.02938883,-0.3785246,-0.021373408,-0.032178238,0.010351798,0.17521226,-0.12619692,-0.04866389,-0.11229664,-0.1681962,-0.05352621,-0.18680108,0.069482446,-0.2443849,-0.66278756
3b_R,1.2192225,-0.32659233,-0.3272509,0.20049365,-0.8108985,0.14849466,-0.27087876,-0.4762398,-0.8002863,0.3958801,0.16452721,-0.09595911,-0.71139276,-0.118549794,0.03194346,-0.048767153,-0.020431656,0.20532535,-0.12416997,2.673147,0.058500964,-0.13258132,-0.08652032,-0.103103824,-0.03706332,-0.22269651,0.044839688,-0.007627089,-1.069895,-0.31381834,0.48376706,-0.055660475,0.0053812074,-0.17061469,0.10763083,0.021920381,-0.62264574,0.09485277,-0.0819552,-0.44344237,-0.007894106,-7.469301e-05,0.39312774,-0.05019928,-0.054043956,2.2694452,-0.27305663,0.31737682,0.05281411,0.22116742,0.03981193,0.034431454,-0.07250777,-0.16308792,0.20772584,-0.9416484,-0.18611895,-0.07871195,-0.11716612,0.12743002,-0.013141512,0.08754064,0.076588474,0.0330108,0.017963806,-0.059768733,-0.92647916,0.38883722,0.21216924,0.29707873,-0.6682819,0.11127806,1.3753612,5.2201204,0.008436815,1.521327,0.13416734,-0.45138404,2.732399,0.029367773,1.3704246,-0.42145684,-0.2877605,-0.14467731,-0.24769631,-0.35665843,-0.99948424,0.49626955,-0.06091431,-0.121940054,0.029340966,0.28984982,0.18460684,-0.1645805,0.5813519,-1.3619345,-0.17000927,-0.33261064,-0.047723707,-0.14805609,-0.18442017,-0.17880116,1.1861827,-0.025546037,-0.08899693,-0.45527276,0.33007106,2.2534251,-0.14450565,0.009748686,-0.34918925,-0.04610615,-0.1423198,-0.084178664,0.19397992,-0.072768815,-0.03872509,-0.07276436,-0.2212989,-0.09818876,0.08199754,0.08310977,-0.2280953,-0.78799254
FEF_R,5.9779973,-0.5471805,-0.38838094,0.32854462,-0.628829,-0.075364195,-0.20347501,4.1274633,-0.45406225,0.50910884,-0.046563778,-0.2019889,0.28885588,-0.18297672,-0.035372775,-0.07574101,0.12135956,-0.43702707,-0.5975148,1.4189069,-1.0825467,-0.96996874,0.40011966,-0.034750503,0.07890347,-0.23986594,0.38187876,0.4294151,-2.0550816,-0.4294327,0.0007897697,0.46089876,-0.8719918,0.22209151,0.38607937,-0.28999168,-0.19988814,0.11577485,0.09508747,-1.0554371,2.06552,-0.00051591545,2.0559397,0.19117697,-0.08292584,4.510095,-0.16173907,-0.12375043,-0.32301027,0.3890263,-0.07310889,0.137596,-0.2338144,-0.21286848,0.5872262,-0.27401432,-0.5877207,0.12404972,-0.20191397,0.037590176,1.3746018,0.0038391284,-0.7631281,2.6983843,0.31069776,-0.9073021,0.34384817,-0.38343304,2.0920336,0.44841456,-0.9492297,-0.37176225,1.0284873,6.14316,0.8286843,0.28198913,0.3035344,-0.13539991,-0.8595967,0.2936024,2.811098,-0.52722716,-0.49986517,-0.44451794,-0.59310555,-0.09234936,-0.8057116,0.8156818,0.013216734,1.0827428,0.31733814,0.6128631,-0.73594266,0.9047897,0.6280584,-2.6249282,-0.020557808,-0.7361865,0.5203104,1.1110578,-0.46964282,-0.122626126,0.71708685,-0.14038466,-0.11668477,5.209584,0.32920542,0.6713094,0.29271102,0.06707866,-1.2450281,-0.008049417,0.6779412,0.5742776,1.1165111,-0.062284395,0.3294223,-0.1792891,0.07372623,-0.11330518,0.50106996,0.07481176,-0.6279861,2.6555862
PEF_R,3.8654478,0.41748136,-0.60376835,0.09286187,-0.6874263,-0.10610242,-0.3867543,5.2596784,-0.56429046,-0.015415646,-0.388111,0.016347827,1.6809419,-0.17168497,0.54766965,-0.07681881,-0.013568085,-0.11059299,0.17353982,0.12483756,0.6230358,-0.027973287,-0.006572963,1.0576524,0.2924538,-0.1706598,0.16040331,0.3397571,-0.82821864,-0.7176185,0.6884291,1.458357,-1.711958,0.18213917,0.6379624,-0.16710213,-0.37419108,-0.10224275,0.29744914,-1.4710722,0.59191024,0.000567557,0.2426017,0.31081733,-0.14133824,2.6291904,-0.7006351,0.086397246,-0.15324475,0.7061745,-0.07114076,0.11200681,-0.048224576,-0.32445768,2.9608078,0.6905788,-0.08112804,0.75839216,-0.15513246,0.1635712,0.7179911,-0.27893534,-2.0047758,2.2610228,0.39690953,-0.0995872,2.0437155,-0.57541776,0.85774267,0.5498271,-0.4838838,-0.5945038,0.78339136,2.3967016,0.7870688,-0.12965994,-0.19275014,-0.41780657,-1.0287192,0.5030862,1.1057293,-0.16774285,0.10582687,2.067528,0.011103452,-0.010496742,-0.28597394,0.4139591,0.09615752,1.8235735,0.3561158,-0.13392203,0.45648777,-0.3938713,0.22590189,-2.3415694,0.7593175,-0.66951996,0.08113396,1.9689924,-0.43246153,-0.3480735,1.3782004,-0.054830242,0.1774645,2.2972343,0.10830859,0.41319543,0.03578959,-0.054957412,-1.7685015,0.08149834,4.291293,0.8010972,0.381805,-0.31568113,0.1987961,-0.2535478,-0.10713853,0.05183487,0.5493112,0.08176514,0.5743112,3.905068
55b_R,5.436424,-0.25104204,-0.31213486,0.14859408,-0.25614172,0.11391577,-0.3584461,3.630533,-0.16700362,0.67117786,-0.3414777,-0.106654346,0.16333997,0.20180777,-0.047692258,-0.07764068,0.098977365,-0.13968019,-0.3492483,0.8957037,-1.0512704,-1.2236006,0.22166835,0.11997454,0.25762892,-0.33872712,-0.05915548,0.12586321,-0.48642227,-0.4773363,0.25951666,0.16835251,-0.8072165,0.47733846,0.19998565,0.03337546,-0.56295973,0.11892355,-0.046925914,-0.33781382,0.82970166,0.0002618854,0.5779312,-0.30681768,-0.09054404,3.309184,-0.6252626,-0.03969965,-0.27355224,0.81287503,-0.0834691,0.3753257,-0.19013147,-0.26771006,0.38326293,-0.7994792,-0.33787063,1.7354431,0.35553977,0.03372159,3.7658484,-0.13134772,-0.99543035,2.427999,-0.25780377,-0.36977416,0.1957867,-0.9571319,0.71565896,0.9597869,-0.42393282,-0.4325225,1.0616055,4.987775,1.0556513,0.5134038,-0.27394736,-0.49014613,0.24059647,1.5529736,1.6796321,-0.44537383,-0.08100809,0.0063547944,-0.5760628,0.10231901,-0.85948247,0.9825479,0.070686236,1.5394092,0.23403169,0.64304435,-0.5416317,0.15131699,0.5621609,-2.034263,-0.067567915,-0.5590895,-0.03587591,0.88850003,-0.1450005,0.032468602,0.68071914,-0.13482405,-0.18909445,3.318189,1.3809301,2.357669,0.041615494,-0.027608879,-1.3070894,0.058078025,0.2282452,0.40867913,1.4531034,-0.1940053,0.0682487,-0.20275474,0.60133517,-0.09723878,0.45516112,-0.11868791,-0.25108418,1.7418218
